title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes
Sweetheart,MOVIE,2019,PG-13,82,"['horror', 'thriller', 'scifi', 'drama', 'fantasy']",['US'],,tt6560164,5.8,8074.0
WHAT / IF,SHOW,2019,TV-MA,59,"['drama', 'thriller']",['US'],1.0,tt8860450,6.3,15135.0
The Wrong Missy,MOVIE,2020,R,90,"['comedy', 'romance']",['US'],,tt9619798,5.7,38647.0
David Attenborough: A Life on Our Planet,MOVIE,2020,PG,83,['documentation'],['GB'],,tt11989890,9.0,31180.0
Skylines,MOVIE,2020,R,113,"['scifi', 'action']","['FR', 'LT', 'GB']",,tt9387250,4.7,7971.0
The Laundromat,MOVIE,2019,R,96,"['drama', 'comedy', 'crime', 'history']",['US'],,tt5868244,6.3,49391.0
It's Okay to Not Be Okay,SHOW,2020,TV-MA,76,"['drama', 'comedy', 'romance']",['KR'],1.0,tt12451520,8.6,21104.0
Trinkets,SHOW,2019,TV-MA,26,"['comedy', 'crime', 'drama']",['US'],2.0,tt9134194,7.0,10263.0
Over the Moon,MOVIE,2020,PG,95,"['family', 'fantasy', 'scifi', 'romance', 'animation', 'comedy']","['CN', 'US']",,tt7488208,6.3,21562.0
The Two Popes,MOVIE,2019,PG-13,125,"['drama', 'comedy', 'history']",['US'],,tt8404614,7.6,120871.0
Messiah,SHOW,2020,TV-MA,45,"['drama', 'thriller']",['US'],1.0,tt7671598,7.6,42018.0
BEASTARS,SHOW,2019,TV-MA,23,"['drama', 'romance', 'thriller', 'animation', 'crime', 'fantasy']",['JP'],2.0,tt11043632,7.7,9440.0
Dorohedoro,SHOW,2020,TV-MA,24,"['scifi', 'horror', 'animation', 'action', 'comedy', 'fantasy']",['JP'],1.0,tt11147852,8.1,7813.0
Undercover,SHOW,2019,TV-MA,49,"['drama', 'crime', 'thriller']",['BE'],3.0,tt7263154,7.8,16773.0
IO,MOVIE,2019,PG-13,96,"['scifi', 'romance', 'drama']",['US'],,tt3256226,4.7,33724.0
All the Bright Places,MOVIE,2020,,108,"['drama', 'romance']",['US'],,tt3907584,6.5,28355.0
Velvet Buzzsaw,MOVIE,2019,R,112,"['thriller', 'horror', 'comedy']",['US'],,tt7043012,5.7,59491.0
Bonding,SHOW,2019,TV-MA,17,"['comedy', 'drama']",['US'],2.0,tt7718088,7.1,15871.0
Cheer,SHOW,2020,TV-MA,56,"['documentation', 'sport', 'reality']",['US'],2.0,tt11426660,8.1,6145.0
The Occupant,MOVIE,2020,R,103,"['thriller', 'european', 'drama']",['ES'],,tt9345754,6.4,16939.0
Can You Keep a Secret?,MOVIE,2019,,94,"['comedy', 'romance']",['US'],,tt8707922,5.3,16049.0
Wu Assassins,SHOW,2019,TV-MA,44,"['scifi', 'action', 'crime', 'drama', 'fantasy']",['US'],1.0,tt8652642,6.4,12799.0
Greatest Events of WWII in Colour,SHOW,2019,,50,"['documentation', 'history', 'war']",['GB'],1.0,tt9103932,8.7,8508.0
Pokémon the Movie: Secrets of the Jungle,MOVIE,2020,,99,"['action', 'family', 'fantasy', 'animation']",['JP'],,tt11819890,6.4,1817.0
Lego Jurassic World: Legend of Isla Nublar,SHOW,2019,TV-PG,22,"['scifi', 'animation', 'comedy', 'family']",['CA'],1.0,tt10872880,6.7,272.0
The Red Sea Diving Resort,MOVIE,2019,R,129,"['thriller', 'drama', 'history']","['US', 'CA']",,tt6675186,6.6,28051.0
Green Eggs and Ham,SHOW,2019,TV-Y7,28,"['action', 'family', 'fantasy', 'drama', 'animation', 'comedy', 'romance']",['US'],2.0,tt4651448,8.1,2556.0
Crip Camp: A Disability Revolution,MOVIE,2020,R,108,"['documentation', 'history']",['US'],,tt8923484,7.7,7264.0
American Factory,MOVIE,2019,,110,['documentation'],['US'],,tt9351980,7.4,21415.0
Stateless,SHOW,2020,TV-14,53,['drama'],['AU'],1.0,tt4878488,7.5,9218.0
The Wandering Earth,MOVIE,2019,PG-13,126,"['scifi', 'drama', 'action', 'thriller']",['CN'],,tt7605074,5.9,29840.0
Caliphate,SHOW,2020,TV-MA,48,"['war', 'crime', 'drama', 'thriller']",['SE'],1.0,tt11398870,8.2,17735.0
Down to Earth with Zac Efron,SHOW,2020,TV-PG,39,"['documentation', 'history', 'reality']",['US'],1.0,tt12585152,8.0,6446.0
Wine Country,MOVIE,2019,R,103,"['comedy', 'drama']",['US'],,tt8169446,5.4,20836.0
Between Two Ferns: The Movie,MOVIE,2019,,82,['comedy'],['US'],,tt9398640,6.1,31193.0
Avengement,MOVIE,2019,,90,"['action', 'crime', 'thriller']",['GB'],,tt8836988,6.5,15426.0
Jeffrey Epstein: Filthy Rich,SHOW,2020,TV-MA,57,"['crime', 'documentation']",['US'],1.0,tt12312250,7.1,23216.0
The Wolf's Call,MOVIE,2019,,115,"['thriller', 'war', 'drama', 'action', 'scifi', 'european']",['FR'],,tt7458762,6.9,17236.0
The Silence,MOVIE,2019,PG-13,91,"['horror', 'thriller', 'fantasy', 'drama', 'scifi', 'comedy', 'european']",['DE'],,tt8169224,5.3,43732.0
Summertime,SHOW,2020,TV-MA,43,"['drama', 'romance']",['IT'],3.0,tt11269886,6.0,2573.0
L.A.'s Finest,SHOW,2019,TV-14,47,"['drama', 'crime', 'thriller', 'action', 'comedy']",['US'],2.0,tt7555294,6.1,7000.0
Holiday Secrets,SHOW,2019,,38,['drama'],['DE'],1.0,tt11243536,6.5,1134.0
Almost Happy,SHOW,2020,TV-MA,27,['comedy'],['AR'],2.0,tt12146940,6.8,870.0
Interior Design Masters,SHOW,2019,,57,['reality'],['GB'],3.0,tt8367694,6.4,1356.0
A Shaun the Sheep Movie: Farmageddon,MOVIE,2019,G,87,"['comedy', 'animation', 'family', 'fantasy', 'scifi']","['GB', 'FR']",,tt6193408,6.8,13267.0
Blood of Zeus,SHOW,2020,TV-MA,32,"['action', 'scifi']",['US'],1.0,,,
Dash & Lily,SHOW,2020,TV-14,25,"['comedy', 'drama', 'romance']",['US'],1.0,tt11127506,7.5,16978.0
Dare Me,SHOW,2019,TV-MA,43,"['thriller', 'crime', 'reality']",['US'],1.0,tt2983222,6.6,5098.0
Atlantics,MOVIE,2019,PG-13,106,"['fantasy', 'drama', 'romance']","['SN', 'BE', 'FR']",,tt10199586,6.7,9306.0
Last Breath,MOVIE,2019,,85,"['documentation', 'european']","['BE', 'SE', 'GB']",,tt9056818,7.7,5447.0
The Gift,SHOW,2019,TV-MA,45,"['scifi', 'drama', 'fantasy']",['TR'],3.0,tt10075318,7.0,21582.0
The Boy Who Harnessed the Wind,MOVIE,2019,,113,"['drama', 'history']","['MW', 'GB', 'US']",,tt7533152,7.6,36805.0
We Have Always Lived in the Castle,MOVIE,2019,,90,"['thriller', 'drama']",['US'],,tt5952138,5.6,7063.0
Spenser Confidential,MOVIE,2020,R,111,"['thriller', 'comedy', 'crime', 'action', 'drama']",['US'],,tt8629748,6.2,85270.0
Doom: Annihilation,MOVIE,2019,R,97,"['scifi', 'horror', 'thriller', 'action']",['US'],,tt8328716,3.7,9200.0
October Faction,SHOW,2020,TV-MA,41,"['drama', 'fantasy', 'horror', 'scifi']",['US'],1.0,tt8826128,6.1,10854.0
Deaf U,SHOW,2020,TV-MA,20,"['reality', 'drama']",['US'],1.0,tt13070478,6.4,462.0
Blown Away,SHOW,2019,TV-PG,25,"['reality', 'documentation', 'comedy', 'history']",['CA'],2.0,tt9908860,7.1,2876.0
Girl on the Third Floor,MOVIE,2019,,93,"['thriller', 'drama', 'horror']",['US'],,tt9026184,4.7,9823.0
Medical Police,SHOW,2020,TV-MA,24,['comedy'],['US'],1.0,tt9850952,5.9,4136.0
The Great Hack,MOVIE,2019,,114,"['documentation', 'history']",['US'],,tt9358204,7.1,22838.0
Rocks,MOVIE,2019,,93,['drama'],['GB'],,tt9067182,7.4,4552.0
Selena: The Series,SHOW,2020,TV-PG,38,"['drama', 'music']",['US'],2.0,tt9421868,6.9,4435.0
White Lines,SHOW,2020,TV-MA,55,"['thriller', 'crime', 'drama']",['GB'],1.0,tt9073958,6.6,16506.0
Tremors: Shrieker Island,MOVIE,2020,PG-13,103,['horror'],['US'],,,,
Ip Man 4: The Finale,MOVIE,2019,PG,107,"['drama', 'history', 'action']","['CN', 'HK']",,tt2076298,7.0,30694.0
Ophelia,MOVIE,2019,PG-13,106,"['drama', 'history', 'romance', 'thriller', 'war']","['GB', 'US']",,tt5690870,6.6,10357.0
After We Collided,MOVIE,2020,R,105,"['romance', 'drama']",['US'],,tt10362466,5.0,29571.0
The Devil Next Door,SHOW,2019,TV-MA,46,"['documentation', 'crime', 'history']","['US', 'IL']",1.0,tt11165002,7.6,13084.0
Start-Up,SHOW,2020,TV-14,80,"['drama', 'comedy', 'romance']",['KR'],1.0,tt12867810,8.1,9021.0
The Last Blockbuster,MOVIE,2020,,86,['documentation'],['US'],,tt8704802,6.7,5350.0
In the Tall Grass,MOVIE,2019,,102,"['drama', 'thriller', 'horror', 'scifi']","['US', 'CA']",,tt4687108,5.4,54391.0
Toy Boy,SHOW,2019,TV-MA,61,"['crime', 'action', 'drama', 'thriller']",['ES'],2.0,tt8693266,6.5,7371.0
Paradise Hills,MOVIE,2019,,95,"['fantasy', 'thriller', 'scifi', 'european']","['ES', 'US']",,tt6127004,5.3,22298.0
Dick Johnson Is Dead,MOVIE,2020,PG-13,89,"['documentation', 'drama']",['US'],,tt11394180,7.4,6390.0
American Murder: The Family Next Door,MOVIE,2020,R,83,"['crime', 'documentation']",['US'],,tt12987894,7.2,26355.0
Rust Creek,MOVIE,2019,R,108,"['thriller', 'crime', 'drama', 'horror']",['US'],,tt6610158,5.9,11136.0
Middleditch & Schwartz,SHOW,2020,TV-MA,51,['comedy'],['US'],1.0,tt12027034,8.6,5147.0
Showtime 1958,MOVIE,2020,,109,['drama'],['MY'],,tt11900444,,
The Twelve,SHOW,2019,TV-MA,47,"['thriller', 'drama']",['BE'],1.0,tt7605396,7.5,5005.0
Paranormal,SHOW,2020,TV-14,56,['scifi'],['EG'],1.0,,,
Eli,MOVIE,2019,R,98,"['horror', 'thriller', 'drama']",['US'],,tt5294518,5.8,34477.0
I Lost My Body,MOVIE,2019,,81,"['fantasy', 'drama', 'animation', 'romance', 'european']",['FR'],,tt9806192,7.5,31531.0
The Ripper,SHOW,2020,TV-MA,49,"['crime', 'documentation']",['GB'],1.0,tt13492374,7.1,9228.0
Equinox,SHOW,2020,,46,['scifi'],['DK'],1.0,,,
Teenage Bounty Hunters,SHOW,2020,TV-MA,49,"['action', 'drama', 'crime', 'comedy']",['US'],1.0,tt10584608,7.6,10821.0
Klaus,MOVIE,2019,PG,97,"['comedy', 'family', 'animation', 'european']",['ES'],,tt4729430,8.1,141480.0
GREAT PRETENDER,SHOW,2020,TV-MA,24,"['action', 'comedy', 'crime', 'drama', 'animation']",['JP'],1.0,tt11680468,7.9,4635.0
Fatima,MOVIE,2020,PG-13,113,"['drama', 'war']","['PT', 'US']",,tt2197936,6.6,3032.0
Sword of Trust,MOVIE,2019,R,88,"['comedy', 'drama']",['US'],,tt8484012,6.3,3558.0
Northern Rescue,SHOW,2019,TV-14,43,"['drama', 'family']",['CA'],1.0,tt8462412,7.1,4105.0
The Sleepover,MOVIE,2020,,103,"['action', 'family', 'comedy']",['US'],,tt10888708,5.6,10198.0
High Score,SHOW,2020,TV-14,42,"['documentation', 'history']",['US'],1.0,tt12759400,7.4,7733.0
The Last Thing He Wanted,MOVIE,2020,R,116,"['drama', 'thriller', 'crime']","['GB', 'US']",,tt7456312,4.3,14716.0
Kipo and the Age of Wonderbeasts,SHOW,2020,TV-Y7,24,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']",['US'],3.0,tt10482560,8.3,5293.0
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,MOVIE,2019,,142,"['music', 'documentation', 'history']",['US'],,tt9580038,7.6,6550.0
Lost Bullet,MOVIE,2020,,92,"['thriller', 'crime', 'action']","['BE', 'FR']",,tt10456740,6.3,9264.0
Vita & Virginia,MOVIE,2019,,110,"['drama', 'romance', 'european']","['IE', 'GB']",,tt5859882,5.7,3767.0
The Vanished,MOVIE,2020,R,115,"['thriller', 'crime', 'action']",['US'],,tt9794630,5.7,10011.0
Unabomber: In His Own Words,SHOW,2020,TV-MA,43,"['crime', 'documentation']",['US'],1.0,tt11833494,7.2,3338.0
Garth Brooks: The Road I'm On,SHOW,2019,TV-PG,86,"['reality', 'documentation']",['US'],1.0,tt10095402,7.4,285.0
Ares,SHOW,2020,TV-MA,29,"['thriller', 'drama', 'horror']",['NL'],1.0,tt8404520,5.7,4298.0
The Reason I Jump,MOVIE,2020,,82,"['documentation', 'drama']","['US', 'GB']",,tt9098928,7.5,802.0
Children of the Sea,MOVIE,2019,,112,"['thriller', 'animation', 'fantasy', 'scifi', 'drama', 'family']",['JP'],,tt9850064,6.5,2622.0
The Confession Killer,SHOW,2019,TV-14,48,"['crime', 'documentation']",['US'],1.0,tt11307176,7.4,8733.0
Horse Girl,MOVIE,2020,R,104,['drama'],['US'],,,,
The Game Changers,MOVIE,2019,,88,['documentation'],['US'],,tt7455754,7.8,19708.0
Traitors,SHOW,2019,TV-MA,50,"['war', 'thriller']",['GB'],1.0,tt7371896,6.6,3020.0
Valeria,SHOW,2020,TV-MA,41,"['drama', 'comedy', 'romance']",['ES'],2.0,tt9731288,6.5,5510.0
Tidying Up with Marie Kondo,SHOW,2019,TV-PG,34,['reality'],['US'],1.0,tt8115560,6.6,3529.0
Concrete Cowboy,MOVIE,2020,R,111,"['western', 'drama']","['US', 'GB']",,tt8846176,6.3,8517.0
The Boss Baby: Get That Baby!,MOVIE,2020,,24,['animation'],['US'],,,,
Aunty Donna's Big Ol House of Fun,SHOW,2020,TV-MA,20,['comedy'],['AU'],1.0,tt13316746,8.0,6140.0
Tales of the City,SHOW,2019,TV-MA,56,['drama'],['US'],1.0,tt7087260,7.4,7715.0
Charlie Says,MOVIE,2019,R,104,"['crime', 'drama', 'documentation']",['US'],,tt1759744,5.9,4256.0
Mike Birbiglia: The New One,MOVIE,2019,,85,['comedy'],[],,tt11163014,7.7,1815.0
Historical Roasts,SHOW,2019,TV-MA,29,['comedy'],['US'],1.0,tt9169602,5.3,1675.0
1BR,MOVIE,2019,,90,"['horror', 'thriller', 'drama']",['US'],,tt7541106,5.8,11983.0
Bill Burr: Paper Tiger,MOVIE,2019,,67,['comedy'],"['GB', 'US']",,tt10847306,8.1,10649.0
La Révolution,SHOW,2020,TV-MA,46,"['drama', 'fantasy', 'thriller', 'action']",['FR'],1.0,tt13044528,6.6,5512.0
The Silence of Others,MOVIE,2019,,95,"['documentation', 'history', 'european']","['FR', 'ES', 'US', 'CA']",,tt8099236,8.0,2048.0
Nobody Sleeps in the Woods Tonight,MOVIE,2020,,102,"['thriller', 'drama', 'fantasy', 'horror', 'romance', 'european']",['PL'],,tt11240506,4.9,11304.0
Challenger: The Final Flight,SHOW,2020,TV-14,45,"['documentation', 'history']",['US'],1.0,tt12930534,7.8,6778.0
Calm with Horses,MOVIE,2020,,100,"['drama', 'crime']","['IE', 'GB']",,tt4460792,6.8,5396.0
A Whisker Away,MOVIE,2020,,104,"['fantasy', 'drama', 'family', 'romance', 'animation']",['JP'],,tt11958344,6.7,9353.0
Lost Girls,MOVIE,2020,R,95,"['thriller', 'crime', 'drama']",['US'],,tt3111426,6.1,21040.0
We Can Be Heroes,MOVIE,2020,PG,97,"['fantasy', 'comedy', 'family', 'action', 'drama']",['US'],,tt10600398,4.7,14401.0
Grand Army,SHOW,2020,TV-MA,52,['drama'],['US'],1.0,tt10473150,7.5,6279.0
Tell Me Who I Am,MOVIE,2019,,85,"['thriller', 'drama', 'documentation']",['GB'],,tt10915286,7.6,14215.0
Violet Evergarden: The Movie,MOVIE,2020,PG,140,"['fantasy', 'romance', 'animation', 'drama']",['JP'],,tt8652818,8.3,5631.0
The I-Land,SHOW,2019,TV-MA,40,"['drama', 'scifi', 'reality']",['US'],1.0,tt9070436,4.6,16918.0
Killer Inside: The Mind of Aaron Hernandez,SHOW,2020,TV-MA,67,"['crime', 'documentation', 'sport']",['US'],1.0,tt11475228,7.4,16649.0
Skylines,SHOW,2019,TV-MA,60,"['drama', 'music', 'crime', 'documentation', 'reality']",['DE'],1.0,tt9184970,7.5,2627.0
Paddleton,MOVIE,2019,R,89,"['drama', 'comedy']",['US'],,tt8041276,7.1,13419.0
Inside Bill's Brain: Decoding Bill Gates,SHOW,2019,TV-14,50,['documentation'],['US'],1.0,tt10837476,7.9,10776.0
What Lies Below,MOVIE,2020,,87,"['horror', 'thriller', 'scifi']",['US'],,tt9264728,4.3,8125.0
Vampires vs. the Bronx,MOVIE,2020,PG-13,86,"['comedy', 'horror']",['US'],,tt8976576,5.7,9627.0
Song Exploder,SHOW,2020,TV-MA,27,"['documentation', 'music']",['US'],2.0,tt13110256,7.4,758.0
Chambers,SHOW,2019,TV-MA,44,"['drama', 'thriller', 'fantasy', 'horror']",['US'],1.0,tt7949204,6.4,8380.0
"The Mind, Explained",SHOW,2019,TV-14,21,['documentation'],['US'],2.0,tt10810430,8.0,5230.0
Transformers: War for Cybertron: Earthrise,SHOW,2020,TV-Y7,24,"['action', 'scifi']",['US'],1.0,,,
The Chef Show,SHOW,2019,TV-MA,26,['documentation'],['US'],2.0,tt10359446,8.2,5025.0
The Stronghold,MOVIE,2020,,105,"['action', 'crime', 'thriller', 'european']",['FR'],,tt10404944,6.9,9422.0
Rise of Empires: Ottoman,SHOW,2020,,45,"['documentation', 'drama', 'history', 'war', 'action']",['TR'],2.0,tt9244578,7.9,22045.0
The Last Czars,SHOW,2019,TV-MA,45,"['documentation', 'drama', 'history', 'romance', 'war']",['GB'],1.0,tt7949606,7.3,8096.0
The Swarm,MOVIE,2020,,101,"['horror', 'drama', 'fantasy', 'european']",['FR'],,tt10675724,5.3,6710.0
The Life Ahead,MOVIE,2020,PG-13,94,"['drama', 'european']","['US', 'IT']",,tt10627584,6.8,14021.0
Darwin's Game,SHOW,2020,TV-14,23,"['scifi', 'action', 'drama', 'animation']",['JP'],1.0,tt11405390,7.3,2284.0
How to Sell Drugs Online (Fast),SHOW,2019,TV-MA,32,"['drama', 'comedy', 'crime', 'romance']",['DE'],3.0,tt9184994,7.9,30734.0
The Kindness of Strangers,MOVIE,2019,,112,"['drama', 'european']","['US', 'FR', 'SE', 'GB', 'DE', 'DK', 'CA']",,tt6515910,6.4,3515.0
Captain Underpants: Epic Choice-o-rama,MOVIE,2020,,37,"['fantasy', 'comedy', 'family', 'scifi', 'animation', 'action']",['US'],,tt11604750,6.4,80.0
Biohackers,SHOW,2020,TV-MA,42,"['scifi', 'thriller', 'drama']",['DE'],2.0,tt9849210,6.8,9346.0
The Gentlemen's League,SHOW,2019,TV-G,96,['reality'],['KR'],2.0,,,
Sightless,MOVIE,2020,,89,"['drama', 'thriller', 'horror']",['US'],,tt10303430,5.5,8113.0
Words Bubble Up Like Soda Pop,MOVIE,2020,,87,['drama'],['JP'],,,,
Project Power,MOVIE,2020,R,111,"['action', 'crime', 'scifi', 'thriller']",['US'],,tt7550000,6.0,83973.0
Fear City: New York vs The Mafia,SHOW,2020,TV-MA,52,"['crime', 'documentation']",['US'],1.0,tt12588372,7.1,7215.0
Gentefied,SHOW,2020,TV-MA,30,"['comedy', 'drama']",['US'],2.0,tt10037034,7.3,2641.0
Hotel Del Luna,SHOW,2019,TV-14,80,"['action', 'comedy', 'drama', 'fantasy', 'horror', 'romance', 'scifi']",['KR'],1.0,tt10220588,8.2,7832.0
The Baker and the Beauty,SHOW,2020,TV-14,44,"['romance', 'comedy', 'drama']",['US'],1.0,tt9164986,7.5,4160.0
Her Private Life,SHOW,2019,TV-14,74,"['drama', 'comedy', 'romance']",['KR'],2.0,tt9899340,7.7,3665.0
Rim of the World,MOVIE,2019,PG,99,"['comedy', 'scifi', 'action']",['US'],,tt8179388,5.2,23651.0
Control Z,SHOW,2020,TV-MA,36,"['drama', 'thriller']",['MX'],2.0,tt11937662,6.9,8235.0
Power Rangers Beast Morphers,SHOW,2019,TV-Y7,23,"['animation', 'scifi', 'action', 'comedy', 'drama', 'fantasy', 'thriller']",['ES'],2.0,tt8022978,6.5,585.0
Death of Me,MOVIE,2020,R,95,"['horror', 'thriller']","['TH', 'US']",,tt1830643,4.4,6041.0
Capitani,SHOW,2019,TV-MA,28,"['thriller', 'crime', 'drama']",['LU'],2.0,tt10483610,6.6,4355.0
A Fall from Grace,MOVIE,2020,,120,"['fantasy', 'thriller', 'drama']",['US'],,tt11390036,5.8,15029.0
The Best of Enemies,MOVIE,2019,PG-13,133,"['drama', 'history']",['US'],,tt4807408,7.3,16441.0
Home for Christmas,SHOW,2019,TV-MA,29,"['comedy', 'drama', 'romance']",['NO'],2.0,tt10069398,7.7,13670.0
Quicksand,SHOW,2019,TV-MA,46,"['drama', 'crime', 'thriller']",['SE'],1.0,tt8686106,7.5,21077.0
"Sex, Explained",SHOW,2020,TV-MA,22,['documentation'],['US'],1.0,tt11390530,6.9,3177.0
Hubie Halloween,MOVIE,2020,PG-13,103,"['thriller', 'horror', 'fantasy', 'comedy']",['US'],,tt10682266,5.2,47588.0
Rainbow High,SHOW,2020,TV-Y,6,"['comedy', 'family', 'animation']",['US'],3.0,tt13488080,6.4,116.0
Secret Obsession,MOVIE,2019,,97,"['thriller', 'drama']",['US'],,tt9419834,4.4,21011.0
Ju-On: Origins,SHOW,2020,TV-MA,29,"['thriller', 'drama', 'horror']",['JP'],1.0,tt12313914,6.1,4467.0
Ala Vaikunthapurramuloo,MOVIE,2020,PG-13,165,"['drama', 'action', 'comedy']",['IN'],,tt9537292,7.5,14839.0
Anima,MOVIE,2019,,15,['music'],"['CZ', 'FR', 'GB']",,tt10516984,,
Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,MOVIE,2020,PG-13,80,"['comedy', 'romance', 'scifi']",['US'],,tt10324166,7.0,5211.0
Cadaver,MOVIE,2020,,86,"['thriller', 'horror', 'drama']","['NO', 'FI']",,tt11284280,5.1,9608.0
The Paramedic,MOVIE,2020,,94,"['thriller', 'action', 'crime', 'drama']",['ES'],,tt11127690,5.7,12092.0
Special,SHOW,2019,TV-MA,26,"['comedy', 'drama']",['US'],2.0,tt9381622,7.6,9202.0
Exhibit A,SHOW,2019,TV-14,36,"['crime', 'family', 'documentation']",['US'],1.0,tt10376904,6.3,1030.0
Itaewon Class,SHOW,2020,TV-MA,69,"['drama', 'romance']",['KR'],1.0,tt11239552,8.2,12030.0
See You Yesterday,MOVIE,2019,,87,"['drama', 'action', 'crime', 'scifi', 'thriller']",['US'],,tt8743064,5.2,10663.0
Turn Up Charlie,SHOW,2019,TV-MA,26,"['drama', 'comedy', 'music']",['GB'],1.0,tt8304498,7.1,7251.0
The Disappearance of Madeleine McCann,SHOW,2019,TV-14,59,"['crime', 'documentation']",['GB'],1.0,tt9879074,6.6,10286.0
Floor is Lava,SHOW,2020,TV-Y7,30,['reality'],['US'],2.0,tt12370124,5.3,2135.0
Ride Like a Girl,MOVIE,2019,PG,98,"['drama', 'sport']",['AU'],,tt7600382,7.0,3865.0
Miss Americana,MOVIE,2020,R,85,"['documentation', 'music']",['US'],,tt11388580,7.4,19151.0
Dave Chappelle: Sticks & Stones,MOVIE,2019,R,65,['comedy'],['US'],,tt10810424,8.4,25687.0
Transformers: War for Cybertron: Siege,SHOW,2020,TV-14,13,['scifi'],['US'],3.0,,,
The Babysitter: Killer Queen,MOVIE,2020,R,142,"['horror', 'comedy']",['US'],,tt11024272,5.8,37462.0
To All the Boys: P.S. I Still Love You,MOVIE,2020,PG-13,102,"['romance', 'comedy', 'drama']",['US'],,tt9354842,6.0,37072.0
The Forty-Year-Old Version,MOVIE,2020,R,123,"['comedy', 'drama']",['US'],,tt10642834,7.2,4940.0
Detention,SHOW,2020,TV-MA,49,"['drama', 'horror', 'thriller']",['TW'],1.0,tt13175760,6.3,496.0
Triple Threat,MOVIE,2019,R,96,"['thriller', 'action']","['US', 'CN', 'TH']",,tt6644602,5.6,11115.0
The Willoughbys,MOVIE,2020,PG,92,"['comedy', 'animation', 'drama', 'family', 'fantasy']",['CA'],,tt5206260,6.3,17878.0
Kengan Ashura,SHOW,2019,TV-MA,24,"['animation', 'action', 'sport']",['JP'],2.0,tt9058134,8.0,4719.0
Me Against You: Mr. S's Vendetta,MOVIE,2020,,64,"['comedy', 'family', 'european']",['IT'],,tt11559652,1.7,362.0
Abyss,SHOW,2019,TV-14,61,"['scifi', 'crime', 'fantasy', 'romance', 'comedy']",['KR'],1.0,tt10055734,7.1,2131.0
Miles Davis: Birth of the Cool,MOVIE,2019,,115,"['documentation', 'music']",['US'],,tt9358200,7.4,1771.0
Tall Girl,MOVIE,2019,PG,101,"['comedy', 'drama', 'family', 'romance']",['US'],,tt9252508,5.2,23071.0
The Trials of Gabriel Fernandez,SHOW,2020,TV-MA,55,"['crime', 'documentation']",['US'],1.0,tt11822998,8.1,10982.0
Monsoon,MOVIE,2020,,85,['drama'],['GB'],,,,
Gameboys,SHOW,2020,TV-14,22,"['drama', 'comedy', 'romance']",['PH'],2.0,tt12508898,8.5,1066.0
High Flying Bird,MOVIE,2019,,90,"['drama', 'sport']",['US'],,tt8128188,6.2,8514.0
Black Space,SHOW,2020,TV-MA,46,"['crime', 'drama', 'thriller']",['IL'],2.0,tt13660638,6.7,1758.0
Spinning Out,SHOW,2020,TV-MA,50,"['drama', 'sport']",['US'],1.0,tt9117054,7.6,13692.0
Patsy & Loretta,MOVIE,2019,,88,"['drama', 'music']",['US'],,tt10016704,6.8,1000.0
Ethos,SHOW,2020,,48,['drama'],['TR'],1.0,,,
Dolly Parton's Heartstrings,SHOW,2019,TV-14,67,"['drama', 'comedy', 'music']",['US'],1.0,tt8509922,7.6,2107.0
The Bonfire of Destiny,SHOW,2019,TV-MA,50,"['drama', 'history']",['FR'],1.0,tt9050352,7.6,4442.0
Altered Carbon: Resleeved,MOVIE,2020,,75,"['animation', 'drama', 'scifi', 'thriller', 'action', 'crime']",['JP'],,tt9310328,6.5,6030.0
Taylor Tomlinson: Quarter-Life Crisis,MOVIE,2020,,61,['comedy'],['US'],,tt11738792,7.4,3595.0
2 Hearts,MOVIE,2020,PG-13,100,"['romance', 'drama']",['US'],,tt5616176,6.2,3365.0
Coded Bias,MOVIE,2020,,86,['documentation'],"['GB', 'US', 'CN']",,tt11394170,6.7,2217.0
Indian Matchmaking,SHOW,2020,TV-14,35,"['reality', 'documentation', 'romance']","['IN', 'US']",1.0,tt12580168,6.2,3049.0
Audrey,MOVIE,2020,PG,100,"['documentation', 'history']","['CH', 'US']",,tt10731386,7.1,1867.0
High Seas,SHOW,2019,TV-MA,45,"['drama', 'crime', 'comedy']",['ES'],4.0,tt8961508,6.8,7154.0
Dragonheart: Vengeance,MOVIE,2020,PG-13,97,"['fantasy', 'european']",['US'],,,,
Wasp Network,MOVIE,2019,R,128,"['drama', 'thriller', 'crime']","['BR', 'FR', 'ES', 'BE']",,tt6834140,5.9,10136.0
The King: Eternal Monarch,SHOW,2020,,71,['scifi'],['KR'],1.0,,,
School Life,MOVIE,2019,,111,"['comedy', 'drama', 'european']",['FR'],,tt8783532,6.5,2563.0
